market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
KOLKATA,September,2011,246580,1336,1610,1473,WB,KOLKATA,September-2011
KOLKATA,September,2012,289720,917,1245,1084,WB,KOLKATA,September-2012
KOLKATA,September,2013,70340,4209,5035,4633,WB,KOLKATA,September-2013
KOLKATA,September,2014,169220,1938,2338,2111,WB,KOLKATA,September-2014
KOLKATA,September,2015,59360,4479,5154,4805,WB,KOLKATA,September-2015
KOLKATA,September,2016,186920,976,1234,1103,WB,KOLKATA,September-2016
KOLKATA,October,2004,180420,725,869,797,WB,KOLKATA,October-2004
KOLKATA,October,2005,113050,1270,1552,1431,WB,KOLKATA,October-2005
KOLKATA,October,2006,176930,566,763,668,WB,KOLKATA,October-2006
KOLKATA,October,2007,268941,1641,1892,1767,WB,KOLKATA,October-2007
KOLKATA,October,2008,279360,844,1058,951,WB,KOLKATA,October-2008
KOLKATA,October,2009,431720,1666,2091,1924,WB,KOLKATA,October-2009
KOLKATA,October,2010,246500,1645,2039,1840,WB,KOLKATA,October-2010
KOLKATA,October,2011,192000,1195,1444,1316,WB,KOLKATA,October-2011
KOLKATA,October,2012,256960,1115,1470,1302,WB,KOLKATA,October-2012
KOLKATA,October,2013,69820,4266,5142,4719,WB,KOLKATA,October-2013
KOLKATA,October,2014,96320,1923,2228,2075,WB,KOLKATA,October-2014
KOLKATA,October,2015,74112,3328,3869,3606,WB,KOLKATA,October-2015
KOLKATA,October,2016,170040,1141,1346,1246,WB,KOLKATA,October-2016
KOLKATA,November,2004,132990,602,750,679,WB,KOLKATA,November-2004
KOLKATA,November,2005,107300,1328,1559,1444,WB,KOLKATA,November-2005
KOLKATA,November,2006,148610,622,797,712,WB,KOLKATA,November-2006
KOLKATA,November,2007,258670,1117,1284,1199,WB,KOLKATA,November-2007
KOLKATA,November,2008,329665,1251,1555,1398,WB,KOLKATA,November-2008
KOLKATA,November,2009,242782,1815,2289,2049,WB,KOLKATA,November-2009
KOLKATA,November,2010,129950,2188,2699,2444,WB,KOLKATA,November-2010
KOLKATA,November,2011,202240,1109,1378,1243,WB,KOLKATA,November-2011
KOLKATA,November,2012,201520,1433,1900,1666,WB,KOLKATA,November-2012
KOLKATA,November,2013,57027,3575,4406,4078,WB,KOLKATA,November-2013
KOLKATA,November,2014,72610,1940,2235,2090,WB,KOLKATA,November-2014
KOLKATA,November,2015,88410,2451,2955,2709,WB,KOLKATA,November-2015
KOLKATA,November,2016,152010,1214,1411,1310,WB,KOLKATA,November-2016
KOLKATA,December,2004,184480,581,653,619,WB,KOLKATA,December-2004
KOLKATA,December,2005,222720,835,928,883,WB,KOLKATA,December-2005
KOLKATA,December,2006,157030,801,946,874,WB,KOLKATA,December-2006
KOLKATA,December,2007,334096,746,844,794,WB,KOLKATA,December-2007
KOLKATA,December,2008,207340,1440,1595,1517,WB,KOLKATA,December-2008
KOLKATA,December,2009,180290,2011,2399,2212,WB,KOLKATA,December-2009
KOLKATA,December,2010,116760,2755,3489,3123,WB,KOLKATA,December-2010
KOLKATA,December,2011,252480,896,1107,1000,WB,KOLKATA,December-2011
KOLKATA,December,2012,196020,1657,1980,1816,WB,KOLKATA,December-2012
KOLKATA,December,2013,142030,2286,2563,2432,WB,KOLKATA,December-2013
KOLKATA,December,2014,186640,2129,2383,2258,WB,KOLKATA,December-2014
KOLKATA,December,2015,109680,1748,1946,1847,WB,KOLKATA,December-2015
KOLKATA,December,2016,155650,1190,1332,1261,WB,KOLKATA,December-2016
KOPERGAON(MS),January,2015,3386,310,1507,1242,MH,KOPERGAON,January-2015
KOPERGAON(MS),January,2016,27896,425,1497,1191,MH,KOPERGAON,January-2016
KOPERGAON(MS),February,2015,7234,471,1872,1644,MH,KOPERGAON,February-2015
KOPERGAON(MS),February,2016,20521,386,1073,863,MH,KOPERGAON,February-2016
KOPERGAON(MS),March,2015,26370,339,1429,1126,MH,KOPERGAON,March-2015
KOPERGAON(MS),March,2016,11744,323,879,723,MH,KOPERGAON,March-2016
KOPERGAON(MS),April,2015,8725,325,1300,915,MH,KOPERGAON,April-2015
KOPERGAON(MS),April,2016,17677,250,832,678,MH,KOPERGAON,April-2016
KOPERGAON(MS),May,2015,15755,350,1785,1283,MH,KOPERGAON,May-2015
KOPERGAON(MS),May,2016,19216,250,906,723,MH,KOPERGAON,May-2016
KOPERGAON(MS),June,2015,40703,464,2246,1719,MH,KOPERGAON,June-2015
KOPERGAON(MS),June,2016,38943,327,1100,877,MH,KOPERGAON,June-2016
KOPERGAON(MS),July,2015,17715,710,2720,2026,MH,KOPERGAON,July-2015
KOPERGAON(MS),July,2016,57187,293,955,768,MH,KOPERGAON,July-2016
KOPERGAON(MS),August,2015,11296,1550,4933,4256,MH,KOPERGAON,August-2015
KOPERGAON(MS),August,2016,74174,217,908,722,MH,KOPERGAON,August-2016
KOPERGAON(MS),September,2015,1615,1883,4683,4050,MH,KOPERGAON,September-2015
KOPERGAON(MS),September,2016,49147,119,691,541,MH,KOPERGAON,September-2016
KOPERGAON(MS),October,2015,220,1013,3800,3300,MH,KOPERGAON,October-2015
KOPERGAON(MS),October,2016,40413,145,943,648,MH,KOPERGAON,October-2016
KOPERGAON(MS),November,2014,4782,279,1626,1086,MH,KOPERGAON,November-2014
KOPERGAON(MS),November,2015,682,467,2100,1860,MH,KOPERGAON,November-2015
KOPERGAON(MS),November,2016,29632,165,1088,801,MH,KOPERGAON,November-2016
KOPERGAON(MS),December,2014,482,363,1450,1328,MH,KOPERGAON,December-2014
KOPERGAON(MS),December,2015,10211,468,1615,1411,MH,KOPERGAON,December-2015
KOPERGAON(MS),December,2016,3393,170,832,629,MH,KOPERGAON,December-2016
KOTA(RAJ),January,2013,9892,575,1067,822,RJ,KOTA,January-2013
KOTA(RAJ),January,2016,26895,344,1156,756,RJ,KOTA,January-2016
KOTA(RAJ),January,2017,22457,162,815,477,RJ,KOTA,January-2017
KOTA(RAJ),February,2013,535,140,325,290,RJ,KOTA,February-2013
KOTA(RAJ),February,2014,17972,389,815,602,RJ,KOTA,February-2014
KOTA(RAJ),February,2016,11609,300,865,582,RJ,KOTA,February-2016
KOTA(RAJ),March,2014,20069,585,1007,796,RJ,KOTA,March-2014
KOTA(RAJ),March,2016,1452,383,842,608,RJ,KOTA,March-2016
KOTA(RAJ),April,2013,997,400,1000,775,RJ,KOTA,April-2013
KOTA(RAJ),April,2014,30513,470,996,737,RJ,KOTA,April-2014
KOTA(RAJ),April,2016,13005,231,743,493,RJ,KOTA,April-2016
KOTA(RAJ),May,2014,14966,404,839,624,RJ,KOTA,May-2014
KOTA(RAJ),May,2016,33945,176,674,427,RJ,KOTA,May-2016
KOTA(RAJ),June,2014,20687,696,1186,945,RJ,KOTA,June-2014
KOTA(RAJ),June,2016,19776,175,766,464,RJ,KOTA,June-2016
KOTA(RAJ),July,2012,92420,674,782,737,RJ,KOTA,July-2012
KOTA(RAJ),July,2013,67060,1359,2500,1482,RJ,KOTA,July-2013
KOTA(RAJ),July,2015,14949,1214,2171,1698,RJ,KOTA,July-2015
KOTA(RAJ),July,2016,18479,214,746,479,RJ,KOTA,July-2016
KOTA(RAJ),August,2012,91880,595,744,663,RJ,KOTA,August-2012
KOTA(RAJ),August,2015,8866,2900,3938,3436,RJ,KOTA,August-2015
KOTA(RAJ),August,2016,15701,700,883,791,RJ,KOTA,August-2016
KOTA(RAJ),September,2012,6802,467,983,683,RJ,KOTA,September-2012
KOTA(RAJ),September,2014,72830,1439,1996,1736,RJ,KOTA,September-2014
KOTA(RAJ),September,2015,765,3500,4633,4117,RJ,KOTA,September-2015
KOTA(RAJ),September,2016,7795,715,970,840,RJ,KOTA,September-2016
KOTA(RAJ),October,2012,17000,648,889,769,RJ,KOTA,October-2012
KOTA(RAJ),October,2013,117600,2530,3678,3130,RJ,KOTA,October-2013
KOTA(RAJ),October,2015,19243,1443,2646,2052,RJ,KOTA,October-2015
KOTA(RAJ),October,2016,3761,200,621,393,RJ,KOTA,October-2016
KOTA(RAJ),November,2012,172754,476,1207,732,RJ,KOTA,November-2012
KOTA(RAJ),November,2013,440433,2042,3246,2644,RJ,KOTA,November-2013
KOTA(RAJ),November,2015,37877,389,1893,1139,RJ,KOTA,November-2015
KOTA(RAJ),November,2016,12488,233,1078,656,RJ,KOTA,November-2016
KOTA(RAJ),December,2013,30248,800,1436,1118,RJ,KOTA,December-2013
KOTA(RAJ),December,2015,45907,243,1193,709,RJ,KOTA,December-2015
KOTA(RAJ),December,2016,13256,177,908,542,RJ,KOTA,December-2016
KULLU(HP),January,2017,77,1160,1440,1264,HP,KULLU,January-2017
KULLU(HP),June,2016,274,1011,1233,1111,HP,KULLU,June-2016
KULLU(HP),July,2016,260,1170,1360,1251,HP,KULLU,July-2016
KULLU(HP),August,2016,204,1263,1488,1369,HP,KULLU,August-2016
KULLU(HP),September,2016,295,1036,1207,1111,HP,KULLU,September-2016
KULLU(HP),October,2016,174,1091,1464,1252,HP,KULLU,October-2016
KULLU(HP),November,2016,89,1275,1550,1375,HP,KULLU,November-2016
KULLU(HP),December,2016,361,1315,1490,1391,HP,KULLU,December-2016
KURNOOL(AP),January,2004,1660,598,814,714,AP,KURNOOL,January-2004
KURNOOL(AP),January,2006,244,203,417,305,AP,KURNOOL,January-2006
KURNOOL(AP),January,2007,1673,351,1056,639,AP,KURNOOL,January-2007
KURNOOL(AP),January,2008,9474,206,428,348,AP,KURNOOL,January-2008
KURNOOL(AP),January,2009,3229,597,1445,1085,AP,KURNOOL,January-2009
KURNOOL(AP),January,2010,16096,793,1443,1235,AP,KURNOOL,January-2010
KURNOOL(AP),January,2011,5107,1707,3141,2551,AP,KURNOOL,January-2011
KURNOOL(AP),January,2012,11399,176,398,291,AP,KURNOOL,January-2012
KURNOOL(AP),January,2013,3471,797,1545,1116,AP,KURNOOL,January-2013
KURNOOL(AP),January,2014,17778,786,1063,925,AP,KURNOOL,January-2014
KURNOOL(AP),January,2015,4715,769,1484,1230,AP,KURNOOL,January-2015
KURNOOL(AP),January,2016,40041,638,1318,1059,AP,KURNOOL,January-2016
KURNOOL(AP),January,2017,1491,251,673,425,AP,KURNOOL,January-2017
KURNOOL(AP),February,2004,1835,529,688,647,AP,KURNOOL,February-2004
KURNOOL(AP),February,2005,170,123,340,238,AP,KURNOOL,February-2005
KURNOOL(AP),February,2006,192,160,243,210,AP,KURNOOL,February-2006
KURNOOL(AP),February,2007,1491,638,946,856,AP,KURNOOL,February-2007
KURNOOL(AP),February,2008,4212,167,358,286,AP,KURNOOL,February-2008
KURNOOL(AP),February,2009,4138,760,1111,1032,AP,KURNOOL,February-2009
KURNOOL(AP),February,2010,12192,632,1127,955,AP,KURNOOL,February-2010
KURNOOL(AP),February,2011,13151,803,1162,988,AP,KURNOOL,February-2011
KURNOOL(AP),February,2012,7894,201,429,327,AP,KURNOOL,February-2012
KURNOOL(AP),February,2013,3915,1189,1707,1486,AP,KURNOOL,February-2013
KURNOOL(AP),February,2014,26769,531,762,666,AP,KURNOOL,February-2014
KURNOOL(AP),February,2015,13516,1257,1686,1524,AP,KURNOOL,February-2015
KURNOOL(AP),February,2016,62832,429,855,655,AP,KURNOOL,February-2016
KURNOOL(AP),March,2004,2035,284,422,392,AP,KURNOOL,March-2004
KURNOOL(AP),March,2005,653,152,275,223,AP,KURNOOL,March-2005
KURNOOL(AP),March,2006,154,155,210,175,AP,KURNOOL,March-2006
KURNOOL(AP),March,2007,1415,513,712,624,AP,KURNOOL,March-2007
KURNOOL(AP),March,2008,9889,166,337,259,AP,KURNOOL,March-2008
KURNOOL(AP),March,2009,8265,625,785,722,AP,KURNOOL,March-2009
KURNOOL(AP),March,2010,28315,317,623,492,AP,KURNOOL,March-2010
KURNOOL(AP),March,2011,23550,463,610,541,AP,KURNOOL,March-2011
KURNOOL(AP),March,2012,12717,251,468,373,AP,KURNOOL,March-2012
KURNOOL(AP),March,2013,8417,979,1202,1087,AP,KURNOOL,March-2013
KURNOOL(AP),March,2014,66434,460,712,609,AP,KURNOOL,March-2014
KURNOOL(AP),March,2015,33210,1020,1404,1211,AP,KURNOOL,March-2015
KURNOOL(AP),March,2016,86355,360,702,566,AP,KURNOOL,March-2016
KURNOOL(AP),April,2004,1016,234,318,276,AP,KURNOOL,April-2004
KURNOOL(AP),April,2006,1044,115,237,168,AP,KURNOOL,April-2006
KURNOOL(AP),April,2007,987,383,562,539,AP,KURNOOL,April-2007
KURNOOL(AP),April,2008,13611,115,293,219,AP,KURNOOL,April-2008
KURNOOL(AP),April,2009,10114,382,554,488,AP,KURNOOL,April-2009
KURNOOL(AP),April,2010,26771,224,513,385,AP,KURNOOL,April-2010
KURNOOL(AP),April,2011,19048,374,532,473,AP,KURNOOL,April-2011
KURNOOL(AP),April,2012,5315,286,507,441,AP,KURNOOL,April-2012
KURNOOL(AP),April,2013,5466,619,875,788,AP,KURNOOL,April-2013
KURNOOL(AP),April,2014,54654,424,821,633,AP,KURNOOL,April-2014
KURNOOL(AP),April,2015,23440,875,1293,1075,AP,KURNOOL,April-2015
KURNOOL(AP),April,2016,43556,324,703,491,AP,KURNOOL,April-2016
KURNOOL(AP),May,2004,1175,209,299,267,AP,KURNOOL,May-2004
KURNOOL(AP),May,2005,440,160,160,160,AP,KURNOOL,May-2005
KURNOOL(AP),May,2006,300,50,145,80,AP,KURNOOL,May-2006
KURNOOL(AP),May,2007,795,430,508,476,AP,KURNOOL,May-2007
KURNOOL(AP),May,2008,4170,162,293,236,AP,KURNOOL,May-2008
KURNOOL(AP),May,2009,7445,275,515,404,AP,KURNOOL,May-2009
KURNOOL(AP),May,2010,8863,260,560,405,AP,KURNOOL,May-2010
KURNOOL(AP),May,2011,13804,293,547,434,AP,KURNOOL,May-2011
KURNOOL(AP),May,2012,1117,380,554,492,AP,KURNOOL,May-2012
KURNOOL(AP),May,2014,22796,493,1134,821,AP,KURNOOL,May-2014
KURNOOL(AP),May,2015,14088,766,1407,1100,AP,KURNOOL,May-2015
KURNOOL(AP),May,2016,10584,338,739,474,AP,KURNOOL,May-2016
KURNOOL(AP),June,2004,596,183,293,254,AP,KURNOOL,June-2004
KURNOOL(AP),June,2005,200,375,375,375,AP,KURNOOL,June-2005
KURNOOL(AP),June,2006,20,125,210,195,AP,KURNOOL,June-2006
KURNOOL(AP),June,2007,2189,488,744,643,AP,KURNOOL,June-2007
KURNOOL(AP),June,2008,104,290,380,355,AP,KURNOOL,June-2008
KURNOOL(AP),June,2009,6851,350,685,566,AP,KURNOOL,June-2009
KURNOOL(AP),June,2010,6226,316,609,504,AP,KURNOOL,June-2010
KURNOOL(AP),June,2011,5208,445,757,646,AP,KURNOOL,June-2011
KURNOOL(AP),June,2013,1688,1062,1341,1243,AP,KURNOOL,June-2013
KURNOOL(AP),June,2014,2344,696,1309,1072,AP,KURNOOL,June-2014
KURNOOL(AP),June,2015,16477,1113,1723,1413,AP,KURNOOL,June-2015
KURNOOL(AP),June,2016,3224,487,798,626,AP,KURNOOL,June-2016
KURNOOL(AP),July,2004,1508,280,378,335,AP,KURNOOL,July-2004
KURNOOL(AP),July,2006,202,278,338,296,AP,KURNOOL,July-2006
KURNOOL(AP),July,2007,15142,536,914,779,AP,KURNOOL,July-2007
KURNOOL(AP),July,2008,1057,613,756,714,AP,KURNOOL,July-2008
KURNOOL(AP),July,2009,35848,445,734,642,AP,KURNOOL,July-2009
KURNOOL(AP),July,2010,18424,398,704,619,AP,KURNOOL,July-2010
KURNOOL(AP),July,2011,1494,672,892,825,AP,KURNOOL,July-2011
KURNOOL(AP),July,2012,3513,523,662,620,AP,KURNOOL,July-2012
KURNOOL(AP),July,2013,22042,1669,2296,2083,AP,KURNOOL,July-2013
KURNOOL(AP),July,2014,2418,1430,2010,1813,AP,KURNOOL,July-2014
KURNOOL(AP),July,2015,72721,1491,2328,1919,AP,KURNOOL,July-2015
KURNOOL(AP),July,2016,8565,596,967,780,AP,KURNOOL,July-2016
KURNOOL(AP),August,2004,4882,345,508,468,AP,KURNOOL,August-2004
KURNOOL(AP),August,2005,2785,435,728,600,AP,KURNOOL,August-2005
KURNOOL(AP),August,2006,1980,352,506,435,AP,KURNOOL,August-2006
KURNOOL(AP),August,2007,90306,579,1055,907,AP,KURNOOL,August-2007
KURNOOL(AP),August,2008,49048,509,883,761,AP,KURNOOL,August-2008
KURNOOL(AP),August,2009,88931,525,736,661,AP,KURNOOL,August-2009
KURNOOL(AP),August,2010,103364,453,839,716,AP,KURNOOL,August-2010
KURNOOL(AP),August,2011,41506,845,1138,1006,AP,KURNOOL,August-2011
KURNOOL(AP),August,2012,46844,538,825,712,AP,KURNOOL,August-2012
KURNOOL(AP),August,2013,74911,2255,3660,3054,AP,KURNOOL,August-2013
KURNOOL(AP),August,2014,61880,1355,1880,1668,AP,KURNOOL,August-2014
KURNOOL(AP),August,2015,206357,2181,3934,3206,AP,KURNOOL,August-2015
KURNOOL(AP),August,2016,109580,337,854,571,AP,KURNOOL,August-2016
KURNOOL(AP),September,2004,1642,155,425,350,AP,KURNOOL,September-2004
KURNOOL(AP),September,2005,3570,442,944,763,AP,KURNOOL,September-2005
KURNOOL(AP),September,2006,18987,271,461,356,AP,KURNOOL,September-2006
KURNOOL(AP),September,2007,74941,637,1253,990,AP,KURNOOL,September-2007
KURNOOL(AP),September,2008,83553,282,639,519,AP,KURNOOL,September-2008
KURNOOL(AP),September,2009,79793,397,789,652,AP,KURNOOL,September-2009
KURNOOL(AP),September,2010,80915,594,1362,924,AP,KURNOOL,September-2010
KURNOOL(AP),September,2011,105110,714,1064,871,AP,KURNOOL,September-2011
KURNOOL(AP),September,2012,101220,452,785,606,AP,KURNOOL,September-2012
KURNOOL(AP),September,2013,48418,2760,3958,3386,AP,KURNOOL,September-2013
KURNOOL(AP),September,2014,87128,676,1387,1062,AP,KURNOOL,September-2014
KURNOOL(AP),September,2015,192452,1889,4104,3209,AP,KURNOOL,September-2015
KURNOOL(AP),September,2016,110230,307,676,447,AP,KURNOOL,September-2016
KURNOOL(AP),October,2004,4982,135,455,328,AP,KURNOOL,October-2004
KURNOOL(AP),October,2005,548,538,1219,995,AP,KURNOOL,October-2005
KURNOOL(AP),October,2006,1510,70,350,200,AP,KURNOOL,October-2006
KURNOOL(AP),October,2007,53640,528,1249,985,AP,KURNOOL,October-2007
KURNOOL(AP),October,2008,69040,229,662,506,AP,KURNOOL,October-2008
KURNOOL(AP),October,2009,70104,567,1398,983,AP,KURNOOL,October-2009
KURNOOL(AP),October,2010,74292,872,1558,1228,AP,KURNOOL,October-2010
KURNOOL(AP),October,2011,67056,614,969,772,AP,KURNOOL,October-2011
KURNOOL(AP),October,2012,89559,462,1039,675,AP,KURNOOL,October-2012
KURNOOL(AP),October,2013,22241,2268,3680,3089,AP,KURNOOL,October-2013
KURNOOL(AP),October,2014,72238,636,1411,1131,AP,KURNOOL,October-2014
KURNOOL(AP),October,2015,136083,1240,2643,1983,AP,KURNOOL,October-2015
KURNOOL(AP),October,2016,106539,151,713,334,AP,KURNOOL,October-2016
KURNOOL(AP),November,2004,10804,130,433,285,AP,KURNOOL,November-2004
KURNOOL(AP),November,2005,579,353,946,705,AP,KURNOOL,November-2005
KURNOOL(AP),November,2006,32008,100,464,273,AP,KURNOOL,November-2006
KURNOOL(AP),November,2007,55826,383,799,647,AP,KURNOOL,November-2007
KURNOOL(AP),November,2008,74087,421,1201,817,AP,KURNOOL,November-2008
KURNOOL(AP),November,2009,45950,807,1825,1335,AP,KURNOOL,November-2009
KURNOOL(AP),November,2010,73937,1040,2118,1626,AP,KURNOOL,November-2010
KURNOOL(AP),November,2011,63245,430,909,673,AP,KURNOOL,November-2011
KURNOOL(AP),November,2012,64679,458,1239,703,AP,KURNOOL,November-2012
KURNOOL(AP),November,2013,51253,1878,3026,2501,AP,KURNOOL,November-2013
KURNOOL(AP),November,2014,64547,512,1353,1078,AP,KURNOOL,November-2014
KURNOOL(AP),November,2015,149738,1237,2195,1593,AP,KURNOOL,November-2015
KURNOOL(AP),November,2016,108967,136,865,500,AP,KURNOOL,November-2016
KURNOOL(AP),December,2004,9284,125,372,292,AP,KURNOOL,December-2004
KURNOOL(AP),December,2005,175,349,694,510,AP,KURNOOL,December-2005
KURNOOL(AP),December,2006,40128,156,646,370,AP,KURNOOL,December-2006
KURNOOL(AP),December,2007,44872,295,631,477,AP,KURNOOL,December-2007
KURNOOL(AP),December,2008,30381,419,1286,883,AP,KURNOOL,December-2008
KURNOOL(AP),December,2009,25187,985,1823,1485,AP,KURNOOL,December-2009
KURNOOL(AP),December,2010,17730,1366,3329,2511,AP,KURNOOL,December-2010
KURNOOL(AP),December,2011,45667,252,634,445,AP,KURNOOL,December-2011
KURNOOL(AP),December,2012,34597,613,1481,963,AP,KURNOOL,December-2012
KURNOOL(AP),December,2013,16110,1129,1688,1425,AP,KURNOOL,December-2013
KURNOOL(AP),December,2014,29557,655,1654,1240,AP,KURNOOL,December-2014
KURNOOL(AP),December,2015,47687,756,1711,1262,AP,KURNOOL,December-2015
KURNOOL(AP),December,2016,64883,112,774,415,AP,KURNOOL,December-2016
L B NAGAR (TELANGANA),January,2017,2800,400,600,500,TEL,L B NAGAR ,January-2017
L B NAGAR (TELANGANA),October,2016,64,1200,1600,1400,TEL,L B NAGAR ,October-2016
L B NAGAR (TELANGANA),November,2016,520,400,600,500,TEL,L B NAGAR ,November-2016
LASALGAON(MS),January,1996,225063,160,257,226,MH,LASALGAON,January-1996
LASALGAON(MS),January,1997,241225,126,323,290,MH,LASALGAON,January-1997
LASALGAON(MS),January,1998,125731,225,1447,1037,MH,LASALGAON,January-1998
LASALGAON(MS),January,1999,236001,310,545,498,MH,LASALGAON,January-1999
LASALGAON(MS),January,2000,390783,145,341,225,MH,LASALGAON,January-2000
LASALGAON(MS),January,2001,295435,219,545,494,MH,LASALGAON,January-2001
LASALGAON(MS),January,2002,324553,65,309,250,MH,LASALGAON,January-2002
LASALGAON(MS),January,2003,465031,63,214,166,MH,LASALGAON,January-2003
LASALGAON(MS),January,2004,371920,481,877,814,MH,LASALGAON,January-2004
LASALGAON(MS),January,2005,366672,109,371,263,MH,LASALGAON,January-2005
LASALGAON(MS),January,2006,377164,196,387,306,MH,LASALGAON,January-2006
LASALGAON(MS),January,2007,433795,606,1063,868,MH,LASALGAON,January-2007
LASALGAON(MS),January,2008,543060,179,418,256,MH,LASALGAON,January-2008
LASALGAON(MS),January,2009,478190,933,1455,1238,MH,LASALGAON,January-2009
LASALGAON(MS),January,2010,305760,400,1589,1311,MH,LASALGAON,January-2010
LASALGAON(MS),January,2011,200600,448,3060,2379,MH,LASALGAON,January-2011
LASALGAON(MS),January,2012,367695,190,505,375,MH,LASALGAON,January-2012
LASALGAON(MS),January,2013,498705,913,1592,1441,MH,LASALGAON,January-2013
LASALGAON(MS),January,2014,467015,774,1220,978,MH,LASALGAON,January-2014
LASALGAON(MS),January,2015,451297,658,1572,1301,MH,LASALGAON,January-2015
LASALGAON(MS),January,2016,585743,710,1465,1157,MH,LASALGAON,January-2016
LASALGAON(MS),January,2017,384380,239,745,621,MH,LASALGAON,January-2017
LASALGAON(MS),February,1996,196164,133,229,186,MH,LASALGAON,February-1996
LASALGAON(MS),February,1997,229550,134,305,271,MH,LASALGAON,February-1997
LASALGAON(MS),February,1998,152960,267,1126,920,MH,LASALGAON,February-1998
LASALGAON(MS),February,1999,154785,140,347,271,MH,LASALGAON,February-1999
LASALGAON(MS),February,2000,485232,95,303,197,MH,LASALGAON,February-2000
LASALGAON(MS),February,2001,239095,175,377,340,MH,LASALGAON,February-2001
LASALGAON(MS),February,2002,296530,74,243,214,MH,LASALGAON,February-2002
LASALGAON(MS),February,2003,343124,71,194,140,MH,LASALGAON,February-2003
LASALGAON(MS),February,2004,320754,434,769,723,MH,LASALGAON,February-2004
LASALGAON(MS),February,2005,314122,107,346,244,MH,LASALGAON,February-2005
LASALGAON(MS),February,2006,328744,143,255,214,MH,LASALGAON,February-2006
LASALGAON(MS),February,2007,359701,773,1101,960,MH,LASALGAON,February-2007
LASALGAON(MS),February,2008,488225,177,378,248,MH,LASALGAON,February-2008
LASALGAON(MS),February,2009,358300,840,1285,1113,MH,LASALGAON,February-2009
LASALGAON(MS),February,2010,359172,357,1165,1000,MH,LASALGAON,February-2010
LASALGAON(MS),February,2011,262305,343,993,829,MH,LASALGAON,February-2011
LASALGAON(MS),February,2012,400213,173,410,341,MH,LASALGAON,February-2012
LASALGAON(MS),February,2013,393745,958,1598,1436,MH,LASALGAON,February-2013
LASALGAON(MS),February,2014,278214,469,831,746,MH,LASALGAON,February-2014
LASALGAON(MS),February,2015,556743,698,1575,1404,MH,LASALGAON,February-2015
LASALGAON(MS),February,2016,316410,418,1088,778,MH,LASALGAON,February-2016
LASALGAON(MS),March,1996,178992,155,274,243,MH,LASALGAON,March-1996
LASALGAON(MS),March,1997,130885,138,310,273,MH,LASALGAON,March-1997
LASALGAON(MS),March,1998,281027,152,486,417,MH,LASALGAON,March-1998
LASALGAON(MS),March,1999,228760,110,292,233,MH,LASALGAON,March-1999
LASALGAON(MS),March,2000,254922,129,287,211,MH,LASALGAON,March-2000
LASALGAON(MS),March,2001,205975,137,351,320,MH,LASALGAON,March-2001
LASALGAON(MS),March,2002,146337,74,219,193,MH,LASALGAON,March-2002
LASALGAON(MS),March,2003,244700,110,264,235,MH,LASALGAON,March-2003
LASALGAON(MS),March,2004,272505,202,440,393,MH,LASALGAON,March-2004
LASALGAON(MS),March,2005,262074,78,307,194,MH,LASALGAON,March-2005
LASALGAON(MS),March,2006,246948,128,240,151,MH,LASALGAON,March-2006
LASALGAON(MS),March,2007,320005,536,732,639,MH,LASALGAON,March-2007
LASALGAON(MS),March,2008,263577,212,357,299,MH,LASALGAON,March-2008
LASALGAON(MS),March,2009,371350,488,835,726,MH,LASALGAON,March-2009
LASALGAON(MS),March,2010,231181,204,810,626,MH,LASALGAON,March-2010
LASALGAON(MS),March,2011,316230,121,526,430,MH,LASALGAON,March-2011
LASALGAON(MS),March,2012,236050,135,447,330,MH,LASALGAON,March-2012
LASALGAON(MS),March,2013,260887,664,1128,992,MH,LASALGAON,March-2013
LASALGAON(MS),March,2014,241705,470,966,837,MH,LASALGAON,March-2014
LASALGAON(MS),March,2015,494835,579,1475,1206,MH,LASALGAON,March-2015
LASALGAON(MS),March,2016,284061,447,814,706,MH,LASALGAON,March-2016
LASALGAON(MS),April,1996,192592,136,279,254,MH,LASALGAON,April-1996
LASALGAON(MS),April,1997,223608,149,240,214,MH,LASALGAON,April-1997
LASALGAON(MS),April,1998,119035,76,318,258,MH,LASALGAON,April-1998
LASALGAON(MS),April,1999,130225,119,468,358,MH,LASALGAON,April-1999
LASALGAON(MS),April,2000,142314,39,268,212,MH,LASALGAON,April-2000
LASALGAON(MS),April,2001,196415,93,293,263,MH,LASALGAON,April-2001
LASALGAON(MS),April,2002,193777,55,232,177,MH,LASALGAON,April-2002
LASALGAON(MS),April,2003,255049,112,346,309,MH,LASALGAON,April-2003
LASALGAON(MS),April,2004,255298,152,376,297,MH,LASALGAON,April-2004
LASALGAON(MS),April,2005,235586,53,358,270,MH,LASALGAON,April-2005
LASALGAON(MS),April,2006,291532,115,300,234,MH,LASALGAON,April-2006
LASALGAON(MS),April,2007,320725,291,544,449,MH,LASALGAON,April-2007
LASALGAON(MS),April,2008,349090,214,349,272,MH,LASALGAON,April-2008
LASALGAON(MS),April,2009,350525,242,579,468,MH,LASALGAON,April-2009
LASALGAON(MS),April,2010,142620,256,625,515,MH,LASALGAON,April-2010
LASALGAON(MS),April,2011,208545,113,676,548,MH,LASALGAON,April-2011
LASALGAON(MS),April,2012,255260,190,507,407,MH,LASALGAON,April-2012
LASALGAON(MS),April,2013,276680,580,974,838,MH,LASALGAON,April-2013
